PeriodId,HierarchyId,KpiId,ActivityGroupId,activity,spend,kpiValue,Enable0SpendDriver,conversionFactor,curveActivityFactor,curveCoefC,curveCoefD,curveGradient,optimalAiringLevel,WeeksOnAir,RetentionRate,AvgWeeklySupportAMP,proxyActivity,proxySpend,proxyRoi,proxyCurveCoefC,proxyCurveCoefD,proxyRetentionRate,proxyWeeksOnAir,proxyAvgWeeklySupportAMP,proxyWeeklyActivityPoint
1,2,2,23,151504.8,3609356.0,663069.82,0.0,1.0,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,2,2,23,382163.2,5985477.0,2015524.09,0.0,1.0,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,2,2,23,195926.6,2550082.4,420241.0,0.0,1.0,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,2,2,23,190357.2,3158393.4,1257642.82,0.0,1.0,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,2,2,23,919951.8,15303308.8,4356477.73,0.0,1.0,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,3,2,23,151504.8,3609356.0,,0.0,,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,3,2,23,382163.2,5985477.0,,0.0,,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,3,2,23,195926.6,2550082.4,,0.0,,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,3,2,23,190357.2,3158393.4,,0.0,,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,3,2,23,919951.8,15303308.8,,0.0,,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,1,3,23,151504.8,3609356.0,136405.604,0.0,1.0,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,1,3,23,382163.2,5985477.0,226204.51,0.0,1.0,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,1,3,23,195926.6,2550082.4,96373.29487,0.0,1.0,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,1,3,23,190357.2,3158393.4,119362.7227,0.0,1.0,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,1,3,23,919951.8,15303308.8,578346.1317,0.0,1.0,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,2,3,23,151504.8,3609356.0,136405.604,0.0,1.0,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,2,3,23,382163.2,5985477.0,226204.51,0.0,1.0,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,2,3,23,195926.6,2550082.4,96373.29487,0.0,1.0,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,2,3,23,190357.2,3158393.4,119362.7227,0.0,1.0,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,2,3,23,919951.8,15303308.8,578346.1317,0.0,1.0,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,3,3,23,151504.8,3609356.0,,0.0,,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,3,3,23,382163.2,5985477.0,,0.0,,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,3,3,23,195926.6,2550082.4,,0.0,,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,3,3,23,190357.2,3158393.4,,0.0,,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,3,3,23,919951.8,15303308.8,,0.0,,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,1,4,23,151504.8,3609356.0,8417013.83,0.0,1.0,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,1,4,23,382163.2,5985477.0,17876021.06,0.0,1.0,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,1,4,23,195926.6,2550082.4,2971070.36,0.0,1.0,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,1,4,23,190357.2,3158393.4,7508690.42,0.0,1.0,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,1,4,23,919951.8,15303308.8,36772795.67,0.0,1.0,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,2,4,23,151504.8,3609356.0,2541286.46,0.0,1.0,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,2,4,23,382163.2,5985477.0,8101736.5,0.0,1.0,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,2,4,23,195926.6,2550082.4,1784789.29,0.0,1.0,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,2,4,23,190357.2,3158393.4,5431743.92,0.0,1.0,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,2,4,23,919951.8,15303308.8,17859556.17,0.0,1.0,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,3,4,23,151504.8,3609356.0,,0.0,,,,,,,3.0,0.43,204716.4559,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
2,3,4,23,382163.2,5985477.0,,0.0,,,,,,,13.0,0.43,952114.043,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
3,3,4,23,195926.6,2550082.4,,0.0,,,,,,,3.0,0.43,165871.0163,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
4,3,4,23,190357.2,3158393.4,,0.0,,,,,,,8.0,0.43,257214.6318,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
5,3,4,23,919951.8,15303308.8,,0.0,,,,,,,27.0,0.43,394979.0368,1200.0,3015000.0,6.02,-0.00017894,1.4,0.1,8.0,400.0,150.0
1,1,1,24,821538.0,1016116.0,1255000.55,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,1,1,24,831508.4,1518928.0,1404404.29,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,1,1,24,962814.0,1660372.0,1199373.31,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,1,1,24,923382.0,1937245.0,2185887.33,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,1,1,24,3539242.4,6132661.0,6044665.48,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,2,1,24,821538.0,1016116.0,0.001,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,2,1,24,831508.4,1518928.0,0.001,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,2,1,24,962814.0,1660372.0,0.001,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,2,1,24,923382.0,1937245.0,0.001,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,2,1,24,3539242.4,6132661.0,0.001,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,3,1,24,821538.0,1016116.0,,0.0,,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,3,1,24,831508.4,1518928.0,,0.0,,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,3,1,24,962814.0,1660372.0,,0.0,,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,3,1,24,923382.0,1937245.0,,0.0,,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,3,1,24,3539242.4,6132661.0,,0.0,,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,1,2,24,821538.0,1016116.0,1180487.94,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,1,2,24,831508.4,1518928.0,1340279.35,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,1,2,24,962814.0,1660372.0,1108790.01,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,1,2,24,923382.0,1937245.0,1974856.61,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,1,2,24,3539242.4,6132661.0,5604413.91,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,2,2,24,821538.0,1016116.0,0.001,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,2,2,24,831508.4,1518928.0,0.001,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,2,2,24,962814.0,1660372.0,0.001,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,2,2,24,923382.0,1937245.0,0.001,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,2,2,24,3539242.4,6132661.0,0.001,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,3,2,24,821538.0,1016116.0,,0.0,,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,3,2,24,831508.4,1518928.0,,0.0,,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,3,2,24,962814.0,1660372.0,,0.0,,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,3,2,24,923382.0,1937245.0,,0.0,,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,3,2,24,3539242.4,6132661.0,,0.0,,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,1,3,24,821538.0,1016116.0,7820.059979,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,1,3,24,831508.4,1518928.0,11689.71659,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,1,3,24,962814.0,1660372.0,12778.27396,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,1,3,24,923382.0,1937245.0,14909.09709,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,1,3,24,3539242.4,6132661.0,47197.14762,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,2,3,24,821538.0,1016116.0,0.001,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,2,3,24,831508.4,1518928.0,0.001,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,2,3,24,962814.0,1660372.0,0.001,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,2,3,24,923382.0,1937245.0,0.001,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,2,3,24,3539242.4,6132661.0,0.001,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,3,3,24,821538.0,1016116.0,,0.0,,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,3,3,24,831508.4,1518928.0,,0.0,,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,3,3,24,962814.0,1660372.0,,0.0,,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,3,3,24,923382.0,1937245.0,,0.0,,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,3,3,24,3539242.4,6132661.0,,0.0,,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,1,4,24,821538.0,1016116.0,2547506.96,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,1,4,24,831508.4,1518928.0,2841458.61,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,1,4,24,962814.0,1660372.0,2410860.45,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,1,4,24,923382.0,1937245.0,4407200.96,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,1,4,24,3539242.4,6132661.0,12207026.98,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,2,4,24,821538.0,1016116.0,0.001,0.0,1.0,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,2,4,24,831508.4,1518928.0,0.001,0.0,1.0,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,2,4,24,962814.0,1660372.0,0.001,0.0,1.0,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,2,4,24,923382.0,1937245.0,0.001,0.0,1.0,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,2,4,24,3539242.4,6132661.0,0.001,0.0,1.0,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,3,4,24,821538.0,1016116.0,,0.0,,,,,,,3.0,0.0,130.7802211,,,,,,,,,
2,3,4,24,831508.4,1518928.0,,0.0,,,,,,,3.0,0.0,133.6197403,,,,,,,,,
3,3,4,24,962814.0,1660372.0,,0.0,,,,,,,3.0,0.0,152.9890937,,,,,,,,,
4,3,4,24,923382.0,1937245.0,,0.0,,,,,,,3.0,0.0,147.8520413,,,,,,,,,
5,3,4,24,3539242.4,6132661.0,,0.0,,,,,,,12.0,0.0,141.3102741,,,,,,,,,
1,1,1,26,2449601.0,2715935.9,5131048.23,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,1,1,26,1675245.0,1868247.1,4182056.62,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,1,1,26,2360483.0,1959477.3,5351308.3,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,1,1,26,2358766.0,1921884.4,6547918.66,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,1,1,26,8844095.0,8465544.8,21212331.81,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,2,1,26,2449601.0,2715935.9,3490802.32,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,2,1,26,1675245.0,1868247.1,3384699.83,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,2,1,26,2360483.0,1959477.3,2750811.2,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,2,1,26,2358766.0,1921884.4,3226946.54,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,2,1,26,8844095.0,8465544.8,12853259.89,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,3,1,26,2449601.0,2715935.9,,0.0,,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,3,1,26,1675245.0,1868247.1,,0.0,,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,3,1,26,2360483.0,1959477.3,,0.0,,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,3,1,26,2358766.0,1921884.4,,0.0,,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,3,1,26,8844095.0,8465544.8,,0.0,,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,1,2,26,2449601.0,2715935.9,4141441.62,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,1,2,26,1675245.0,1868247.1,3355169.28,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,1,2,26,2360483.0,1959477.3,4373175.5,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,1,2,26,2358766.0,1921884.4,5207206.11,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,1,2,26,8844095.0,8465544.8,17076992.53,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,2,2,26,2449601.0,2715935.9,1532555.39,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,2,2,26,1675245.0,1868247.1,1375299.57,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,2,2,26,2360483.0,1959477.3,1078426.03,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,2,2,26,2358766.0,1921884.4,1259158.38,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,2,2,26,8844095.0,8465544.8,5245439.39,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,3,2,26,2449601.0,2715935.9,,0.0,,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,3,2,26,1675245.0,1868247.1,,0.0,,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,3,2,26,2360483.0,1959477.3,,0.0,,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,3,2,26,2358766.0,1921884.4,,0.0,,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,3,2,26,8844095.0,8465544.8,,0.0,,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,1,3,26,2449601.0,2715935.9,12021.0735,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,1,3,26,1675245.0,1868247.1,8269.096373,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,1,3,26,2360483.0,1959477.3,8672.892699,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,1,3,26,2358766.0,1921884.4,8506.501801,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,1,3,26,8844095.0,8465544.8,37469.56481,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,2,3,26,2449601.0,2715935.9,12021.0735,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,2,3,26,1675245.0,1868247.1,8269.096373,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,2,3,26,2360483.0,1959477.3,8672.892699,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,2,3,26,2358766.0,1921884.4,8506.501801,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,2,3,26,8844095.0,8465544.8,37469.56481,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,3,3,26,2449601.0,2715935.9,,0.0,,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,3,3,26,1675245.0,1868247.1,,0.0,,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,3,3,26,2360483.0,1959477.3,,0.0,,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,3,3,26,2358766.0,1921884.4,,0.0,,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,3,3,26,8844095.0,8465544.8,,0.0,,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,1,4,26,2449601.0,2715935.9,9994884.96,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,1,4,26,1675245.0,1868247.1,8114879.59,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,1,4,26,2360483.0,1959477.3,10434747.07,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,1,4,26,2358766.0,1921884.4,12747306.3,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,1,4,26,8844095.0,8465544.8,41291817.91,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,2,4,26,2449601.0,2715935.9,5663032.23,0.0,1.0,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,2,4,26,1675245.0,1868247.1,5443026.97,0.0,1.0,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,2,4,26,2360483.0,1959477.3,4463266.24,0.0,1.0,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,2,4,26,2358766.0,1921884.4,5226722.04,0.0,1.0,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,2,4,26,8844095.0,8465544.8,20796047.49,0.0,1.0,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,3,4,26,2449601.0,2715935.9,,0.0,,,,,,,13.0,0.1,1486.51607,,,,,,,,,
2,3,4,26,1675245.0,1868247.1,,0.0,,,,,,,13.0,0.1,640.7791719,,,,,,,,,
3,3,4,26,2360483.0,1959477.3,,0.0,,,,,,,13.0,0.1,864.4736994,,,,,,,,,
4,3,4,26,2358766.0,1921884.4,,0.0,,,,,,,13.0,0.1,860.2205386,,,,,,,,,
5,3,4,26,8844095.0,8465544.8,,0.0,,,,,,,52.0,0.1,962.9973699,,,,,,,,,
1,1,1,27,1007789.0,2678262.9,0.001,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,1,1,27,1513589.0,2883568.5,0.001,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,1,1,27,1489562.0,2597237.7,0.001,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,1,1,27,943224.0,1925927.4,0.001,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,1,1,27,4954164.0,10084996.4,0.001,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,2,1,27,1007789.0,2678262.9,6195627.18,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,2,1,27,1513589.0,2883568.5,6972787.63,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,2,1,27,1489562.0,2597237.7,7719974.37,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,2,1,27,943224.0,1925927.4,5615078.98,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,2,1,27,4954164.0,10084996.4,26503468.16,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,3,1,27,1007789.0,2678262.9,,0.0,,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,3,1,27,1513589.0,2883568.5,,0.0,,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,3,1,27,1489562.0,2597237.7,,0.0,,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,3,1,27,943224.0,1925927.4,,0.0,,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,3,1,27,4954164.0,10084996.4,,0.0,,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,1,2,27,1007789.0,2678262.9,0.001,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,1,2,27,1513589.0,2883568.5,0.001,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,1,2,27,1489562.0,2597237.7,0.001,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,1,2,27,943224.0,1925927.4,0.001,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,1,2,27,4954164.0,10084996.4,0.001,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,2,2,27,1007789.0,2678262.9,2785864.35,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,2,2,27,1513589.0,2883568.5,3079518.59,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,2,2,27,1489562.0,2597237.7,3169232.92,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,2,2,27,943224.0,1925927.4,2227907.07,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,2,2,27,4954164.0,10084996.4,11262522.93,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,3,2,27,1007789.0,2678262.9,,0.0,,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,3,2,27,1513589.0,2883568.5,,0.0,,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,3,2,27,1489562.0,2597237.7,,0.0,,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,3,2,27,943224.0,1925927.4,,0.0,,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,3,2,27,4954164.0,10084996.4,,0.0,,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,1,3,27,1007789.0,2678262.9,0.001,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,1,3,27,1513589.0,2883568.5,0.001,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,1,3,27,1489562.0,2597237.7,0.001,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,1,3,27,943224.0,1925927.4,0.001,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,1,3,27,4954164.0,10084996.4,0.001,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,2,3,27,1007789.0,2678262.9,23708.65613,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,2,3,27,1513589.0,2883568.5,25526.07289,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,2,3,27,1489562.0,2597237.7,22991.4007,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,2,3,27,943224.0,1925927.4,17048.79325,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,2,3,27,4954164.0,10084996.4,89274.92209,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,3,3,27,1007789.0,2678262.9,,0.0,,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,3,3,27,1513589.0,2883568.5,,0.0,,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,3,3,27,1489562.0,2597237.7,,0.0,,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,3,3,27,943224.0,1925927.4,,0.0,,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,3,3,27,4954164.0,10084996.4,,0.0,,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,1,4,27,1007789.0,2678262.9,0.001,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,1,4,27,1513589.0,2883568.5,0.001,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,1,4,27,1489562.0,2597237.7,0.001,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
4,1,4,27,943224.0,1925927.4,0.001,0.0,1.0,,,,,,13.0,0.1,255.5424187,,,,,,,,,
5,1,4,27,4954164.0,10084996.4,0.001,0.0,1.0,,,,,,52.0,0.1,334.5273301,,,,,,,,,
1,2,4,27,1007789.0,2678262.9,10080710.61,0.0,1.0,,,,,,13.0,0.1,278.8853071,,,,,,,,,
2,2,4,27,1513589.0,2883568.5,11374387.09,0.0,1.0,,,,,,13.0,0.1,408.925522,,,,,,,,,
3,2,4,27,1489562.0,2597237.7,12596688.57,0.0,1.0,,,,,,13.0,0.1,394.7560725,,,,,,,,,
